#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,
Country,Time,Product,Sector,Total tax (USD/unit),Total price (USD/unit),Total tax (USD/toe NCV),Total price (USD/toe NCV),Total tax (USD/unit using PPP),Total price (USD/unit using PPP)
,,,Households,..,313.947712,..,359.439045,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.424607,..,487.635964,..,..
,,,Households,..,0.414819,..,480.410353,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.448889,..,537.849663,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.385376,..,461.563917,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,10.049521,..,129.86226,..,..
,,,Households,..,16.824442,..,217.40938,..,..
,,,Electricity generation,..,10.230375,..,132.199301,..,..
,,Steam coal (tonne),Industry,..,56.967442,..,88.450936,..,..
,,,Households,..,138.260281,..,245.851111,..,..
,,,Electricity generation,..,47.397617,..,78.258276,..,..
,,Coking coal (tonne),Industry,..,72.175309,..,102.856069,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,45.45644,..,528.56326,..,..
,,,Households,..,67.795494,..,788.319693,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-1981,High sulphur fuel oil (tonne),Industry,..,214.469593,..,220.918863,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,215.907591,..,221.200969,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,290.790418,..,333.05967,..,..
,,,Households,..,329.447675,..,377.184969,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.457409,..,525.307314,..,..
,,,Households,..,0.437773,..,506.993073,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.474224,..,568.20517,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.388145,..,464.879375,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,10.649908,..,137.620604,..,..
,,,Households,..,17.1076,..,221.068413,..,..
,,,Electricity generation,..,10.568403,..,136.567378,..,..
,,Steam coal (tonne),Industry,..,59.881445,..,92.975385,..,..
,,,Households,..,151.723168,..,269.790492,..,..
,,,Electricity generation,..,48.769261,..,80.522999,..,..
,,Coking coal (tonne),Industry,..,75.021481,..,106.912111,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,46.358639,..,539.053942,..,..
,,,Households,..,69.21553,..,804.831741,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-1982,High sulphur fuel oil (tonne),Industry,..,206.276765,..,212.234016,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,210.586194,..,216.311262,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,300.460979,..,344.612322,..,..
,,,Households,..,336.918758,..,386.100425,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.44382,..,509.701569,..,..
,,,Households,..,0.422017,..,488.776196,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.366406,..,439.020375,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.377768,..,452.449975,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,10.741822,..,138.808336,..,..
,,,Households,..,15.203156,..,196.458745,..,..
,,,Electricity generation,..,10.816779,..,139.776956,..,..
,,Steam coal (tonne),Industry,..,63.143154,..,99.923885,..,..
,,,Households,..,144.017819,..,259.282856,..,..
,,,Electricity generation,..,49.759637,..,82.257386,..,..
,,Coking coal (tonne),Industry,..,74.902554,..,106.948267,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,48.352539,..,562.238831,..,..
,,,Households,..,66.754798,..,776.218586,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-1982,High sulphur fuel oil (tonne),Industry,..,202.374741,..,208.219302,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,206.900816,..,212.525692,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,277.888592,..,318.723027,..,..
,,,Households,..,314.087715,..,359.936623,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.423168,..,485.984114,..,..
,,,Households,..,0.398124,..,461.103532,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.372073,..,445.809777,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.355471,..,425.745495,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,11.315433,..,146.220679,..,..
,,,Households,..,15.858322,..,204.924951,..,..
,,,Electricity generation,..,11.444204,..,147.884683,..,..
,,Steam coal (tonne),Industry,..,62.406294,..,98.757807,..,..
,,,Households,..,134.962303,..,242.979734,..,..
,,,Electricity generation,..,49.153055,..,81.059377,..,..
,,Coking coal (tonne),Industry,..,75.179754,..,107.344061,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,48.924313,..,568.887361,..,..
,,,Households,..,70.302137,..,817.466715,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-1982,High sulphur fuel oil (tonne),Industry,..,196.552144,..,202.228549,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,197.477095,..,202.845774,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,280.099227,..,321.258505,..,..
,,,Households,..,315.581422,..,361.648373,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.415059,..,476.671941,..,..
,,,Households,..,0.401501,..,465.015151,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.369039,..,442.174859,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.373574,..,447.427101,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,11.186678,..,144.556869,..,..
,,,Households,..,17.682376,..,228.495807,..,..
,,,Electricity generation,..,12.269895,..,158.554454,..,..
,,Steam coal (tonne),Industry,..,60.005017,..,94.957792,..,..
,,,Households,..,131.285977,..,236.36105,..,..
,,,Electricity generation,..,48.066535,..,79.267571,..,..
,,Coking coal (tonne),Industry,..,73.129139,..,104.416128,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,50.217751,..,583.927334,..,..
,,,Households,..,73.137835,..,850.439937,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-1982,High sulphur fuel oil (tonne),Industry,..,200.861655,..,206.662519,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,202.196689,..,207.721965,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,290.049056,..,332.670414,..,..
,,,Households,..,335.675137,..,384.675266,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.429877,..,493.688649,..,..
,,,Households,..,0.408367,..,472.966398,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.391501,..,469.087825,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.36685,..,439.373522,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,12.010219,..,155.198861,..,..
,,,Households,..,17.281107,..,223.310506,..,..
,,,Electricity generation,..,12.116866,..,156.576975,..,..
,,Steam coal (tonne),Industry,..,59.471855,..,94.114063,..,..
,,,Households,..,131.311978,..,236.407862,..,..
,,,Electricity generation,..,47.574833,..,78.456695,..,..
,,Coking coal (tonne),Industry,..,72.36545,..,103.325709,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,50.289385,..,584.760288,..,..
,,,Households,..,73.356864,..,852.98679,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-1983,High sulphur fuel oil (tonne),Industry,..,205.167329,..,211.561146,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,194.03063,..,199.322014,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,270.668833,..,310.802818,..,..
,,,Households,..,329.735041,..,378.132429,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.435372,..,499.961515,..,..
,,,Households,..,0.40953,..,474.525343,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.386242,..,462.78692,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.348202,..,417.038322,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.77047,..,177.945238,..,..
,,,Households,..,17.180609,..,222.011844,..,..
,,,Electricity generation,..,11.557954,..,149.354585,..,..
,,Steam coal (tonne),Industry,..,59.140928,..,93.292788,..,..
,,,Households,..,127.181003,..,229.711706,..,..
,,,Electricity generation,..,47.167732,..,77.84274,..,..
,,Coking coal (tonne),Industry,..,70.703272,..,101.050859,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,51.171204,..,595.014004,..,..
,,,Households,..,70.081215,..,814.897844,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-1983,High sulphur fuel oil (tonne),Industry,..,194.75809,..,200.827515,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,190.085574,..,195.246824,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,254.045603,..,291.714743,..,..
,,,Households,..,299.480119,..,343.436792,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.404038,..,463.979151,..,..
,,,Households,..,0.400728,..,464.326769,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.382606,..,458.430907,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.359719,..,430.832208,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.301197,..,171.881182,..,..
,,,Households,..,17.622235,..,227.718641,..,..
,,,Electricity generation,..,11.942421,..,154.322762,..,..
,,Steam coal (tonne),Industry,..,56.935225,..,89.723305,..,..
,,,Households,..,119.791515,..,216.364965,..,..
,,,Electricity generation,..,46.673498,..,77.027086,..,..
,,Coking coal (tonne),Industry,..,66.976326,..,95.724217,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,49.014697,..,569.938339,..,..
,,,Households,..,71.380761,..,830.008847,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-1983,High sulphur fuel oil (tonne),Industry,..,189.175241,..,195.070682,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,190.936491,..,196.120846,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,250.484956,..,287.626133,..,..
,,,Households,..,291.52617,..,334.31539,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.385473,..,442.660335,..,..
,,,Households,..,0.385961,..,447.216535,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.416112,..,498.577032,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.363647,..,435.53671,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.109296,..,169.401386,..,..
,,,Households,..,19.247892,..,248.725764,..,..
,,,Electricity generation,..,12.53381,..,161.964824,..,..
,,Steam coal (tonne),Industry,..,54.466292,..,85.832554,..,..
,,,Households,..,116.873528,..,211.094556,..,..
,,,Electricity generation,..,45.409832,..,74.94161,..,..
,,Coking coal (tonne),Industry,..,64.482437,..,92.159888,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,49.366786,..,574.032399,..,..
,,,Households,..,75.245929,..,874.95266,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-1983,High sulphur fuel oil (tonne),Industry,..,200.287385,..,206.529124,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,194.106678,..,199.377111,..,..
,,Low sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,255.961202,..,293.914381,..,..
,,,Households,..,293.869251,..,337.00238,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.388497,..,446.132,..,..
,,,Households,..,0.390192,..,452.118584,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
